stock_code,title,time,source,url,content,news_type
000032,锚定“硬科技”赛道 公募踊跃参与上市公司定增项目,2026-02-09 01:25:19,上海证券报,http://finance.eastmoney.com/a/202602093644895930.html,永创智能、深桑达A和北方国际的定增项目吸引了兴证全球基金等多家基金公司的参与。例如，兴证全球基金旗下16只基金共获配深桑达A增发438.22万股，财通基金与诺德基金分别获配2438.87万股和2103.6万股。,event
000032,基金参与定增日趋活跃 逾七成融资涌向新质生产力,2026-02-05 04:10:39,证券时报,http://finance.eastmoney.com/a/202602053641888890.html,在信息技术方面，深桑达A的定增则获得了兴证全球基金基金经理林国怀的青睐，其管理的多只FOF及养老目标基金参与其中，产品类型覆盖广泛。,event
000032,智谱AI概念下跌2.63%，主力资金净流出57股,2026-02-04 16:48:37,证券时报网,http://finance.eastmoney.com/a/202602043641472442.html,5127.60 300925 法本信息 -2.27 3.67 -4496.63 000158 常山北明 -0.50 1.26 -3898.89 603859 能科科技 -1.65 4.31 -3231.21 688365 光云科技 -9.37 7.54 -2973.59 000032 深桑达,data
000032,2026定增战场硝烟四起！多位知名基金经理现身,2026-02-04 09:05:22,券商中国,http://finance.eastmoney.com/a/202602043640886036.html,信息技术及产业整合方向方面，深桑达A的定增吸引了林国怀的参与，其管理的兴全安泰平衡养老（FOF）、兴全优选进取三个月、兴全安泰积极养老目标五年等多只产品出现在定增名单中，覆盖养老目标、持有期等不同产品类型。,event
000032,深桑达Ａ:关于2026年度日常关联交易预计的公告,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:关于调整募集资金投资项目使用金额的公告,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:中信建投关于深桑达调整募集资金投资项目使用金额的核查意见,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:关于使用部分暂时闲置募集资金进行现金管理的公告,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:第十届董事会第三次会议决议公告,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:中信建投关于深桑达使用部分暂时闲置募集资金进行现金管理的核查意见,2026-01-30 00:00:00,公告,,,event
000032,深桑达Ａ:中信建投证关于深桑达2026年度日常关联交易预计的核查意见,2026-01-30 00:00:00,公告,,,event
000032,中芯国际概念下跌3.51%，26股主力资金净流出超亿元,2026-01-29 16:57:48,证券时报网,http://finance.eastmoney.com/a/202601293635300289.html,5260.69 688126 沪硅产业 -2.70 2.03 -4887.72 688729 屹唐股份 -3.77 6.40 -4744.35 300390 天华新能 -0.91 3.53 -4474.35 002046 国机精工 -3.45 3.69 -4389.00 000032 深桑达,data
000032,今日60只股长线走稳 站上年线,2026-01-29 12:05:14,证券时报网,http://finance.eastmoney.com/a/202601293635003958.html,1.39 1.81 1.83 1.36 000799 酒鬼酒 2.26 2.51 52.15 52.85 1.35 920953 国子软件 2.13 3.79 36.98 37.44 1.24 002530 金财互联 2.07 5.12 10.71 10.84 1.20 000032 深桑达,event
000032,深桑达Ａ:关于签订募集资金三方监管协议的公告,2026-01-29 00:00:00,公告,,,event
000032,深桑达Ａ:关于向特定对象发行股票上市公告书披露的提示性公告,2026-01-29 00:00:00,公告,,,event
000032,深桑达Ａ:向特定对象发行股票上市公告书,2026-01-29 00:00:00,公告,,,event
000032,深桑达Ａ:中信建投关于深桑达向特定对象发行股票之上市保荐书,2026-01-29 00:00:00,公告,,,event
000032,深桑达Ａ:关于控股股东及其一致行动人持股比例被动稀释触及1%整数倍的公告,2026-01-29 00:00:00,公告,,,event
000032,中芯国际概念涨2.29%，主力资金净流入这些股,2026-01-27 17:33:46,证券时报网,http://finance.eastmoney.com/a/202601273632297286.html,0.51 2.10 -685.37 -12.38 688549 中巨芯 1.64 5.86 -687.68 -1.94 002346 柘中股份 -1.56 1.80 -700.72 -4.79 688729 屹唐股份 1.48 6.46 -973.18 -2.59 000032 深桑达,data
000032,A股定增一览：今日1家公司披露定增进展,2026-01-26 08:03:21,每日经济新闻,http://finance.eastmoney.com/a/202601263630050116.html,具体来看，中贝通信、上能电气、深桑达A定增募资金额最高，募资总额分别为19.2亿元、16.49亿元、12.0亿元。,event
000032,百嘉科技创新混合A：2025年第四季度利润4.06万元 净值增长率0.64%,2026-01-24 12:26:25,中国证券报·中证网,http://finance.eastmoney.com/a/202601243629696272.html,截至2025年四季度末，基金十大重仓股分别是阿里巴巴-W、中际旭创、中控技术、金山办公、新易盛、索辰科技、托普云农、石基信息、东方财富、深桑达A。 核校：王博,event
000032,深桑达A：公司致力于为高科技产业领域企业提供洁净室工程一站式服务,2026-01-23 22:19:12,证券日报,http://finance.eastmoney.com/a/202601233629318459.html,证券日报网讯 1月23日，深桑达A在互动平台回答投资者提问时表示，公司是洁净室整体解决方案的专业提供商和龙头企业，致力于为高科技产业领域企业提供洁净室工程一站式服务。,event
000032,中芯国际概念下跌0.59%，19股主力资金净流出超亿元,2026-01-22 17:13:17,证券时报网,http://finance.eastmoney.com/a/202601223627447412.html,3.00 1376.08 300145 南方泵业 1.71 2.29 1531.63 300416 苏试试验 -3.62 8.89 1679.88 603633 徕木股份 4.45 4.68 1690.21 300623 捷捷微电 1.47 4.20 4362.52 000032 深桑达,data
000032,3家公司披露定增进展,2026-01-19 08:14:10,南方财经网,http://finance.eastmoney.com/a/202601193622765792.html,具体来看，上能电气、深桑达A、泰胜风能定增募资金额最高，募资总额分别为16.49亿元、12.0亿元、11.76亿元。,event
000032,A股定增一览：3家公司披露定增进展,2026-01-19 08:08:24,每日经济新闻,http://finance.eastmoney.com/a/202601193622763932.html,具体来看，上能电气、深桑达A、泰胜风能定增募资金额最高，募资总额分别为16.49亿元、12.0亿元、11.76亿元。,event
000032,中芯国际概念涨3.44%，主力资金净流入这些股,2026-01-16 16:37:22,证券时报网,http://finance.eastmoney.com/a/202601163621921748.html,17.77 -5278.64 -8.91 600120 浙江东方 -3.06 3.42 -5791.63 -7.37 002046 国机精工 -2.28 4.27 -7996.92 -7.47 300398 飞凯材料 -1.83 10.73 -8485.98 -5.47 000032 深桑达,data
000032,深桑达A：公司将继续加大在海外工程设计咨询、施工及相关产品销售领域的市场开发力度,2026-01-15 21:36:17,证券日报,http://finance.eastmoney.com/a/202601153620711436.html,证券日报网讯 1月15日，深桑达A在互动平台回答投资者提问时表示，公司是高科技产业服务领域的龙头企业，为电子信息、大健康、新能源、新材料等战略新兴产业的生产企业提供洁净室整体解决方案及智能运维整体解决方案。,event
000032,41.16亿主力资金净流入，中芯国际概念涨2.59%,2026-01-15 17:07:35,证券时报网,http://finance.eastmoney.com/a/202601153620469629.html,跌幅居前的有再升科技、深桑达A、安泰科技等，分别下跌10.03%、6.15%、5.84%。,data
000032,深桑达A将盈转亏，去年全年净利预亏8500万元至1.65亿元，近期频频转让持股公司股份,2026-01-15 00:06:10,深圳商报·读创,http://finance.eastmoney.com/a/202601153619365774.html,去年来，深桑达A为进一步聚焦主责主业，频频挂牌转让持股公司股份。11月14日，深桑达A公告，公司下属中国电子系统技术有限公司拟公开挂牌转让所持中电行唐生物质能热电有限公司100%股权，首次挂牌转让底价不低于2.69亿元。,event
000032,深桑达Ａ:2025年度业绩预告,2026-01-15 00:00:00,公告,,,event
000032,深桑达Ａ:关于独立董事取得独立董事培训证明的公告,2026-01-15 00:00:00,公告,,,event
000032,公告精选：鼎龙股份拟赴港上市；永和股份等2025年业绩大幅预增,2026-01-14 21:27:54,人民财讯,http://finance.eastmoney.com/a/202601143619258313.html,深桑达A：预计2025年净亏损8500万元—1.65亿元。 曲美家居：2025年预亏7500万元—1.1亿元，同比减亏。 盛科通信：预计2025年净亏损1.2亿元—1.6亿元。 秦川物联：预计2025年度净亏损1亿元—1.2亿元。,event
000032,深桑达A：预计2025年亏损8500万元-1.65亿元,2026-01-14 21:17:39,中国证券报·中证网,http://finance.eastmoney.com/a/202601143619253323.html,中证智能财讯深桑达A（000032）1月14日晚间披露2025年度业绩预告，预计2025年归母净利润亏损8500万元至1.65亿元，上年同期盈利3.3亿元；扣非净利润亏损2.85亿元至3.85亿元，上年同期盈利828.53万元；基本每股收益-0.0744元/股至-0.1443元/股,event
000032,深桑达A：预计2025年净亏损8500万元~1.65亿元,2026-01-14 20:30:28,每日经济新闻,http://finance.eastmoney.com/a/202601143619182625.html,每经AI快讯，深桑达A(000032)1月14日发布业绩预告，预计2025年净利润亏损8500万元~1.65亿元，上年同期净利润3.3亿元。报告期内，公司高科技产业服务业务受国内市场需求下降且行业竞争日益激烈的影响，营业收入、毛利率相比上年同期均有所下降。,event
000032,深桑达A：预计2025年净亏损8500万元—1.65亿元,2026-01-14 20:09:39,人民财讯,http://finance.eastmoney.com/a/202601143619173330.html,人民财讯1月14日电，深桑达A(000032)1月14日发布业绩预告，预计2025年净利润亏损8500万元—1.65亿元，上年同期净利润3.3亿元。报告期内，公司高科技产业服务业务受国内市场需求下降且行业竞争日益激烈的影响，营业收入、毛利率相比上年同期均有所下降。,event
000032,深桑达Ａ：预计2025年归母净亏损8500万元-1.65亿元,2026-01-14 20:02:56,界面新闻,http://finance.eastmoney.com/a/202601143619162838.html,,event
000032,深桑达Ａ：预计2025年全年净亏损8500万元—16500万元,2026-01-14 19:59:33,南方财经网,http://finance.eastmoney.com/a/202601143619161147.html,,event
000032,20.38亿主力资金净流入，AI语料概念涨4.23%,2026-01-14 17:19:11,证券时报网,http://finance.eastmoney.com/a/202601143619017176.html,35.71 26388.41 7.43 300766 每日互动 6.09 34.67 17583.08 3.02 603888 新华网 10.00 11.69 12314.40 5.46 300226 上海钢联 14.56 21.33 11387.45 5.55 000032 深桑达,data
000032,智谱AI概念涨4.21%，主力资金净流入34股,2026-01-14 17:19:09,证券时报网,http://finance.eastmoney.com/a/202601143619016810.html,6.09 34.67 17583.08 3.02 300674 宇信科技 5.32 11.53 15075.78 6.98 300738 奥飞数据 4.96 15.63 13726.19 3.70 603859 能科科技 7.66 16.31 13464.82 5.78 000032 深桑达,data
000032,中国电子云中标石家庄市政务云人工智能算力平台项目,2026-01-13 22:13:21,人民财讯,http://finance.eastmoney.com/a/202601133617746964.html,人民财讯1月13日电，据深桑达A消息，近日，中国电子云成功中标石家庄市政务云（国产环境）人工智能算力平台服务采购项目。,event
000032,AI语料概念涨9.18%，主力资金净流入这些股,2026-01-12 17:20:38,证券时报网,http://finance.eastmoney.com/a/202601123615852695.html,2.36 14519.20 37.22 688787 海天瑞声 20.00 11.83 12682.70 11.75 300133 华策影视 14.35 17.82 11249.43 4.04 300248 新开普 17.65 20.06 8353.30 7.01 000032 深桑达,data
000032,智谱AI概念上涨9.00%，13股主力资金净流入超亿元,2026-01-12 17:20:36,证券时报网,http://finance.eastmoney.com/a/202601123615853182.html,8.95 8.17 11019.21 7.54 300634 彩讯股份 13.17 17.89 8656.31 3.52 600640 国脉文化 10.02 3.72 8345.87 19.00 688365 光云科技 20.00 9.08 8136.08 9.01 000032 深桑达,data
000032,深桑达Ａ:向特定对象发行股票发行情况报告书,2026-01-10 00:00:00,公告,,,event
000032,深桑达Ａ:北京德恒律师事务所关于深桑达2023年度向特定对象发行A股股票发行过程和认购对象合规性的专项法律意见,2026-01-10 00:00:00,公告,,,event
000032,深桑达Ａ:中信建投关于深桑达向特定对象发行股票发行过程及认购对象合规性的报告,2026-01-10 00:00:00,公告,,,event
000032,深桑达Ａ:关于向特定对象发行股票发行情况报告书披露的提示性公告,2026-01-10 00:00:00,公告,,,event
000032,38.70亿主力资金净流入，智谱AI概念涨4.54%,2026-01-09 16:33:08,证券时报网,http://finance.eastmoney.com/a/202601093614236246.html,人民网 4.88 3.74 6343.25 7.42 300133 华策影视 5.59 12.02 6087.12 3.55 688365 光云科技 11.90 9.32 5250.19 6.80 002065 东华软件 2.28 3.71 4866.08 4.62 000032 深桑达,data
000032,AI语料概念涨4.42%，主力资金净流入36股,2026-01-09 16:33:00,证券时报网,http://finance.eastmoney.com/a/202601093614237361.html,值得买 12.14 33.62 10425.68 5.06 603000 人民网 4.88 3.74 6343.25 7.42 300133 华策影视 5.59 12.02 6087.12 3.55 300413 芒果超媒 5.15 4.21 6032.35 5.45 000032 深桑达,data
000032,深桑达A：2025年上半年高科技产业工程服务相关营业收入约217亿元,2026-01-08 22:06:09,证券日报,http://finance.eastmoney.com/a/202601083613095156.html,证券日报网讯 1月8日，深桑达A在互动平台回答投资者提问时表示，公司是高科技产业服务领域的龙头企业，为电子信息、大健康、新能源、新材料等战略新兴产业的生产企业提供洁净室整体解决方案。2025年上半年，高科技产业工程服务相关营业收入约217亿元。,event
000032,深桑达A：中国电子云公司未从事量子通信及计算业务,2026-01-08 22:06:08,证券日报,http://finance.eastmoney.com/a/202601083613093779.html,证券日报网讯 1月8日，深桑达A在互动平台回答投资者提问时表示，中国电子云公司未从事量子通信及计算业务。,event
000032,深桑达A：公司现正搭建国际业务管理平台，制定国际业务发展规划及行动计划,2026-01-08 21:39:39,证券日报,http://finance.eastmoney.com/a/202601083613062934.html,证券日报网讯 1月8日，深桑达A在互动平台回答投资者提问时表示，公司现正搭建国际业务管理平台，制定国际业务发展规划及行动计划，抢抓制造业产业转移机遇，系统性布局海外市场，“借船出海”和“造船出海”并重，将具备竞争优势的高科技产业服务、铁路通信终端等产品及服务推向境外市场。,event
000032,深桑达A：部分项目会外采国内主流芯片厂商产品,2026-01-08 21:39:36,证券日报,http://finance.eastmoney.com/a/202601083613061934.html,证券日报网讯 1月8日，深桑达A在互动平台回答投资者提问时表示，公司旗下中国电子云公司面向关键行业，以及科研院所、央企集团等领域提供数智化解决方案，部分项目会外采国内主流芯片厂商产品。,event
000032,深桑达A：公司定增发行完成后，发行对象所认购的股票自发行结束之日起六个月内不得转让,2026-01-08 21:04:21,证券日报,http://finance.eastmoney.com/a/202601083613034179.html,证券日报网讯 1月8日，深桑达A在互动平台回答投资者提问时表示，根据《上市公司证券发行注册管理办法》及公司已披露的《募集说明书》，定增发行完成后，发行对象所认购的股票自发行结束之日起六个月内不得转让。法律法规、规范性文件对限售期另有规定的依其规定。,event
000032,商业航天概念涨3.56%，主力资金净流入这些股,2026-01-08 17:27:09,证券时报网,http://finance.eastmoney.com/a/202601083612855419.html,3.96 -3059.97 -2.50 603757 大元泵业 -0.36 9.55 -3073.86 -3.61 000410 沈阳机床 1.99 2.88 -3105.42 -8.33 002218 拓日新能 1.30 12.38 -3108.04 -3.89 000032 深桑达,data
000032,深桑达Ａ：中国电子云公司未从事量子通信及计算业务,2026-01-08 17:13:29,每日经济新闻,http://finance.eastmoney.com/a/202601083612825666.html,,event
000032,建筑装饰行业今日净流入资金10.14亿元 华建集团等7股净流入资金超亿元,2026-01-08 16:45:11,证券时报网,http://finance.eastmoney.com/a/202601083612795695.html,8902.88 601117 中国化学 -0.61 2.21 -6871.14 002541 鸿路钢构 6.01 8.97 -5567.23 601618 中国中冶 0.00 0.91 -4439.30 601133 柏诚股份 -0.47 13.99 -3492.12 000032 深桑达,event
000032,中芯国际概念上涨3.00%，14股主力资金净流入超亿元,2026-01-07 16:46:55,证券时报网,http://finance.eastmoney.com/a/202601073611492154.html,7.23 -2079.60 -3.01 688376 美埃科技 -1.62 3.68 -2291.68 -7.31 600206 有研新材 -0.50 5.77 -2626.04 -2.46 688147 微导纳米 8.20 3.04 -3019.25 -2.89 000032 深桑达,data
000032,深桑达A：中电金投减持3425万股,2026-01-06 11:19:10,南方财经网,http://finance.eastmoney.com/a/202601063609956490.html,"南方财经1月6日电，深桑达A(000032.SZ)发布公告称，公司控股股东的一致行动人中电金投控股有限公司已完成股份转让。中电金投于2025年12月31日通过非公开协议转让方式，将其持有的深桑达A合计34,252,573股无限售流通普通股完成过户登记，占公司总股本的3.01%。",event
000032,深桑达A：控股股东一致行动人完成3425.26万股股份协议转让,2026-01-06 09:52:55,中国证券报·中证网,http://finance.eastmoney.com/a/202601063609859059.html,深桑达A主营业务有数字与信息服务、数据产品及服务、人工智能产品及服务、数字化终端产品、洁净室整体解决方案等。2025年前三季度，公司实现营业总收入330.19亿元。,event
000032,深桑达Ａ:关于控股股东的一致行动人协议转让股份完成过户登记的公告,2026-01-06 00:00:00,公告,,,event
000032,智谱AI概念涨2.20%，主力资金净流入40股,2025-12-31 17:18:09,证券时报网,http://finance.eastmoney.com/a/202512313607048345.html,2.78 -1406.72 -3.87 002122 ST汇洲 -1.64 1.47 -1667.97 -18.99 300607 拓斯达 -2.46 11.99 -2049.09 -1.58 300075 数字政通 0.39 2.15 -2150.35 -12.64 000032 深桑达,data
000032,AI语料概念上涨2.00%，6股主力资金净流入超亿元,2025-12-31 17:18:06,证券时报网,http://finance.eastmoney.com/a/202512313607048444.html,1.05 -1138.74 -2.59 000785 居然智家 -0.68 0.82 -1290.64 -9.13 300341 麦克奥迪 -0.91 0.88 -1353.46 -18.22 002226 江南化工 -0.68 0.70 -1908.45 -17.79 000032 深桑达,data
000032,解密主力资金出逃股 连续5日净流出670股,2025-12-31 17:11:06,证券时报网,http://finance.eastmoney.com/a/202512313607037538.html,5.80 -7.33 600408 安泰集团 10 2.36 5.20 -12.01 688126 沪硅产业 6 2.34 6.53 0.60 002797 第一创业 10 2.34 8.37 -0.87 603296 华勤技术 5 2.33 6.77 -3.93 000032 深桑达,data
000032,深桑达Ａ:总裁(经理)工作细则(2025年12月),2025-12-31 00:00:00,公告,,,event
000032,深桑达Ａ:第十届董事会第二次会议决议公告,2025-12-31 00:00:00,公告,,,event
000032,商业航天概念涨3.21%，主力资金净流入这些股,2025-12-25 16:38:58,证券时报网,http://finance.eastmoney.com/a/202512253601918477.html,8.40 -7151.26 -2.97 300414 中光防雷 -3.60 22.30 -7257.22 -6.59 603678 火炬电子 0.86 10.39 -8658.00 -4.76 000988 华工科技 -0.48 4.03 -9233.98 -2.84 000032 深桑达,data
000032,盘前题材挖掘,2025-12-25 09:05:26,财联社,http://stock.eastmoney.com/a/202512253601447156.html,,event
000032,中芯国际部分产能涨价10% 国内半导体产业链迎黄金上升期,2025-12-25 08:12:17,财联社,http://finance.eastmoney.com/a/202512253601326660.html,深桑达A旗下中国系统为国内洁净室工程龙头，与中芯国际、长江存储、华虹半导体等企业开展多次项目合作，有望受益国内电子产业投资扩张。,event
000032,【明日主题前瞻】L3级智驾国内又有新动作！万亿级赛道正式开跑,2025-12-24 20:34:42,财联社,http://finance.eastmoney.com/a/202512243600936387.html,深桑达A旗下中国系统为国内洁净室工程龙头，与中芯国际、长江存储、华虹半导体等企业开展多次项目合作，有望受益国内电子产业投资扩张。 需求爆发订单大增，部分燃气轮机产品交付周期超35个月 媒体报道，在AI算力需求驱动下，燃气轮机正迎来新一轮高景气周期。,event
000032,133.20亿主力资金净流入，商业航天概念涨3.60%,2025-12-24 17:41:20,证券时报网,http://finance.eastmoney.com/a/202512243600824072.html,16.01 13888.46 27.13 002149 西部材料 8.47 29.92 13794.46 2.39 688387 信科移动 3.66 8.01 13040.13 8.51 002927 泰永长征 6.11 17.19 12830.72 16.65 000032 深桑达,data
000032,字节推出形式化数学推理专用模型Seed Prover 1.5，AI人工智能ETF(512930)红盘向上,2025-12-24 13:29:12,界面新闻,http://finance.eastmoney.com/a/202512243600686810.html,截至2025年12月24日 13:01，中证人工智能主题指数(930713)上涨0.03%，成分股北京君正(300223)上涨11.33%，深桑达A(000032)上涨6.38%，德赛西威(002920)上涨2.84%，浪潮信息(000977)上涨2.45%，中科星图(688568,event
000032,中芯国际概念上涨1.57%，9股主力资金净流入超5000万元,2025-12-23 17:40:45,证券时报网,http://finance.eastmoney.com/a/202512233599609827.html,至纯科技 2.92 9.38 4836.87 4.39 300260 新莱应材 4.75 17.00 4804.13 1.72 688126 沪硅产业 1.94 1.67 4537.16 4.60 300666 江丰电子 3.17 6.43 4303.44 3.21 000032 深桑达,data
000032,卡了存储的脖子？这一基建成巨头扩产瓶颈 A股投下信任票,2025-12-23 16:14:51,科创板日报,http://finance.eastmoney.com/a/202512233599505594.html,截至收盘，美埃科技、亚翔集成、圣晖集成、柏诚股份等多股涨停，太极实业、新莱应材、深桑达A等跟涨。 消息面上，日前美光在业绩说明会上表示，HBM需求的激增进一步加剧了供应压力，且未来几代HBM的这一比例还将进一步提高。,event
000032,深桑达A：中电金投协议转让3.01%股份,2025-12-23 11:10:16,南方财经网,http://finance.eastmoney.com/a/202512233599317620.html,"南方财经12月23日电，深桑达A（000032.SZ）公告，中电金投控股有限公司通过协议转让方式向中电太极及中电科投资分别转让公司1.9930%和1.0170%股份，合计减少34,252,573股，占总股本3.0100%，转让价5.71元/股，交易总价约1.956亿元。",event
000032,世贸组织：人工智能有望推动全球贸易增长近 40%，人工智能AIETF（515070）持仓股寒武纪-U涨超3%,2025-12-23 10:52:24,每日经济新闻,http://finance.eastmoney.com/a/202512233599498195.html,12月23日盘中，A股科技赛道调整，CPO、存储、人形机器人板块盘中跳水，中证人工智能主题指数小幅上涨，沪市规模最大的人工智能AIETF（515070）涨0.10%，持仓股北京君正、深桑达A、寒武纪-U涨幅超3%，晶晨股份、乐鑫科技、浪潮信息等股领涨。,event
000032,“擎天租”亮相标志人形机器人进入“租时代”，人工智能AIETF（515070）北京君正大涨5.69%,2025-12-23 10:34:43,每日经济新闻,http://finance.eastmoney.com/a/202512233599280642.html,12月23日，A股三大指数集体上涨，板块题材上，光刻机、海南、保险、贵金属板块领涨，赛马、零售、天津自贸区、教育板块领跌，沪市规模最大的人工智能AIETF（515070）盘中涨0.47%，持仓股北京君正震荡拉升，涨5.69%，深桑达A、寒武纪-U、晶晨股份、乐鑫科技涨幅居前。,event
000032,市场进入布局“春季躁动”关键时期，A500ETF易方达（159361）单日“吸金”超18亿元,2025-12-23 10:23:45,每日经济新闻,http://finance.eastmoney.com/a/202512233599506188.html,截至9:50，中证A500指数上涨约0.14%，菲利华、鹏辉能源、深桑达A、阿特斯等领涨成份股。 跟踪该指数的A500ETF易方达（159361）成交额已超7亿元，盘中净申购超2700万份。,event
000032,深桑达Ａ:简式权益变动报告书,2025-12-23 00:00:00,公告,,,event
000032,深桑达Ａ:关于控股股东的一致行动人协议转让股份的进展公告暨权益变动的提示性公告,2025-12-23 00:00:00,公告,,,event
000032,中芯国际概念上涨3.73%，7股主力资金净流入超亿元,2025-12-22 16:32:58,证券时报网,http://finance.eastmoney.com/a/202512223598320664.html,盛美上海 6.16 1.23 4474.72 4.76 603690 至纯科技 2.51 5.25 4465.81 7.48 688691 灿芯股份 6.18 8.40 4386.74 6.92 000811 冰轮环境 1.58 3.42 3626.00 6.51 000032 深桑达,data
000032,晓数点｜一周个股动向：最牛股周涨超60% 中国平安获杠杆资金青睐,2025-12-21 21:43:38,第一财经,http://finance.eastmoney.com/a/202512213597629519.html,-天承科技获华创证券给予“强推”评级，目标价为95.31元，该股最新收盘价为74.35元； -华测导航获东兴证券“推荐”评级，目标价为35.70至41.70元，最新收盘价为33.09元； -深桑达A获广发证券给予“买入”评级，目标价为22.26元，该股最新收盘价为18.52,data
000032,机构本周首次青睐59只个股,2025-12-21 20:11:17,每日经济新闻,http://finance.eastmoney.com/a/202512213597620425.html,天承科技获华创证券给予“强推”评级，目标价为95.31元，该股最新收盘价为74.35元；华测导航获东兴证券“推荐”评级，目标价为35.70至41.70元，最新收盘价为33.09元；深桑达A获广发证券给予“买入”评级，目标价为22.26元，该股最新收盘价为18.52元；嵘泰股份、合合信息,event
000032,深桑达Ａ:关于累计诉讼的公告,2025-12-20 00:00:00,公告,,,event
000032,洁净室：高景气赛道群雄竞逐，出海和模块化能力乃胜出关键|解码新趋势,2025-12-19 16:29:25,财联社,http://finance.eastmoney.com/a/202512193596790278.html,目前，柏诚股份与央企背景的深桑达A（000032.SZ）、台资背景的亚翔集成（603929.SH）位列第一梯队，占据着中高端市场的主要份额。,event
000032,6只个股大宗交易超5000万元,2025-12-18 21:40:24,证券时报网,http://finance.eastmoney.com/a/202512183595736550.html,7.64 383.97 2561.10 1 6.67 -12.70 002215 诺普信 -1.13 10.47 249.20 2387.34 5 9.58 -8.50 300066 三川智慧 -0.80 6.19 350.00 2135.00 1 6.10 -1.45 000032 深桑达,data
