date,stock_code,total_score
2024-12-14,300442,0.0
2024-12-14,300383,0.0
2024-12-14,002230,0.0
2024-12-14,300418,0.0
2024-12-14,300002,0.0
2024-12-14,688615,0.0
2024-12-14,002555,0.0
2024-12-14,002415,0.0
2024-12-14,002236,0.0
2024-12-14,688322,0.0
2024-12-14,688475,0.0
2024-12-14,300454,0.0
2024-12-14,002065,0.0
2024-12-14,002152,0.0
2024-12-14,600845,0.0
2024-12-14,688568,0.0
2024-12-14,000032,0.0
2024-12-14,600536,0.6553
2024-12-14,688111,0.6553
2024-12-14,600588,0.0
2024-12-14,300496,0.0
2024-12-14,601360,0.0
2024-12-14,002920,0.0
2024-12-14,600699,0.0
2024-12-14,603486,0.0
2024-12-14,688169,0.0
2024-12-14,002402,0.0
2024-12-15,688256,0.0
2024-12-15,688008,0.0
2024-12-15,688385,0.0
2024-12-15,688521,0.0
2024-12-15,300474,0.0
2024-12-15,603893,0.0
2024-12-15,300223,0.0
2024-12-15,301536,0.0
2024-12-15,300458,0.0
2024-12-15,603160,0.0
2024-12-15,688018,0.0
2024-12-15,688099,0.0
2024-12-15,688608,0.0
2024-12-15,603501,0.0
2024-12-15,002281,0.0
2024-12-15,300502,0.0
2024-12-15,300308,0.0
2024-12-15,000977,0.0
2024-12-15,000938,0.0
2024-12-15,603019,0.0
2024-12-15,600100,0.0
2024-12-15,002261,0.0
2024-12-15,300857,0.0
2024-12-15,300442,0.0
2024-12-15,300383,0.0
2024-12-15,002230,0.0
2024-12-15,300418,0.0
2024-12-15,300002,0.0
2024-12-15,688615,0.0
2024-12-15,002555,0.0
2024-12-15,002415,0.0
2024-12-15,002236,0.0
2024-12-15,688322,0.0
2024-12-15,688475,0.0
2024-12-15,300454,0.0
2024-12-15,002065,0.0
2024-12-15,002152,0.0
2024-12-15,600845,0.0
2024-12-15,688568,0.0
2024-12-15,000032,0.0
2024-12-15,600536,0.6092
2024-12-15,688111,0.6092
2024-12-15,600588,0.0
2024-12-15,300496,0.0
2024-12-15,601360,0.0
2024-12-15,002920,0.0
2024-12-15,600699,0.0
2024-12-15,603486,0.0
2024-12-15,688169,0.0
2024-12-15,002402,0.0
2024-12-16,688256,0.0
2024-12-16,688008,0.0
2024-12-16,688385,0.0
2024-12-16,688521,0.0
2024-12-16,300474,0.0
2024-12-16,603893,0.0
2024-12-16,300223,0.0
2024-12-16,301536,0.0
2024-12-16,300458,0.0
2024-12-16,603160,0.0
2024-12-16,688018,0.0
2024-12-16,688099,0.0
2024-12-16,688608,0.0
2024-12-16,603501,0.0
2024-12-16,002281,0.0
2024-12-16,300502,0.0
2024-12-16,300308,0.0
2024-12-16,000977,0.0
2024-12-16,000938,0.0
2024-12-16,603019,0.0
2024-12-16,600100,0.0
2024-12-16,002261,0.0
2024-12-16,300857,0.0
2024-12-16,300442,0.0
2024-12-16,300383,0.0
2024-12-16,002230,0.0
2024-12-16,300418,0.0
2024-12-16,300002,0.0
2024-12-16,688615,0.0
2024-12-16,002555,0.0
2024-12-16,002415,0.0
2024-12-16,002236,0.0
2024-12-16,688322,0.0
2024-12-16,688475,0.0
2024-12-16,300454,0.0
2024-12-16,002065,0.0
2024-12-16,002152,0.0
2024-12-16,600845,0.0
2024-12-16,688568,0.0
2024-12-16,000032,0.0
2024-12-16,600536,0.5641
2024-12-16,688111,0.5641
2024-12-16,600588,0.0
2024-12-16,300496,0.0
2024-12-16,601360,0.0
2024-12-16,002920,0.0
2024-12-16,600699,0.0
2024-12-16,603486,0.0
2024-12-16,688169,0.0
2024-12-16,002402,0.0
2024-12-17,688256,0.0
2024-12-17,688008,0.0
2024-12-17,688385,0.0
2024-12-17,688521,0.0
2024-12-17,300474,0.0
2024-12-17,603893,0.0
2024-12-17,300223,0.0
2024-12-17,301536,0.0
2024-12-17,300458,0.0
2024-12-17,603160,0.0
2024-12-17,688018,0.0
2024-12-17,688099,0.0
2024-12-17,688608,0.0
2024-12-17,603501,0.0
2024-12-17,002281,0.0
2024-12-17,300502,0.0
2024-12-17,300308,0.0
2024-12-17,000977,0.0
2024-12-17,000938,0.0
2024-12-17,603019,0.0
2024-12-17,600100,0.0
2024-12-17,002261,0.0
2024-12-17,300857,0.0
2024-12-17,300442,0.0
2024-12-17,300383,0.0
2024-12-17,002230,0.0
2024-12-17,300418,0.0
2024-12-17,300002,0.0
2024-12-17,688615,0.0
2024-12-17,002555,0.0
2024-12-17,002415,0.0
2024-12-17,002236,0.0
2024-12-17,688322,0.0
2024-12-17,688475,0.0
2024-12-17,300454,0.0
2024-12-17,002065,0.0
2024-12-17,002152,0.0
2024-12-17,600845,0.0
2024-12-17,688568,0.0
2024-12-17,000032,0.0
2024-12-17,600536,0.5198
2024-12-17,688111,0.5198
2024-12-17,600588,0.0
2024-12-17,300496,0.0
2024-12-17,601360,0.0
2024-12-17,002920,0.0
2024-12-17,600699,0.0
2024-12-17,603486,0.0
2024-12-17,688169,0.0
2024-12-17,002402,0.0
2024-12-18,688256,0.0
2024-12-18,688008,0.0
2024-12-18,688385,0.0
2024-12-18,688521,0.0
2024-12-18,300474,0.0
2024-12-18,603893,0.0
2024-12-18,300223,0.0
2024-12-18,301536,0.0
2024-12-18,300458,0.0
2024-12-18,603160,0.0
2024-12-18,688018,0.0
2024-12-18,688099,0.0
2024-12-18,688608,0.0
2024-12-18,603501,0.0
2024-12-18,002281,0.0
2024-12-18,300502,0.0
2024-12-18,300308,0.0
2024-12-18,000977,0.0
2024-12-18,000938,0.0
2024-12-18,603019,0.0
2024-12-18,600100,0.0
2024-12-18,002261,0.0
2024-12-18,300857,0.0
2024-12-18,300442,0.0
2024-12-18,300383,0.0
2024-12-18,002230,0.0
2024-12-18,300418,0.0
2024-12-18,300002,0.0
2024-12-18,688615,0.0
2024-12-18,002555,0.0
2024-12-18,002415,0.0
2024-12-18,002236,0.0
2024-12-18,688322,0.0
2024-12-18,688475,0.0
2024-12-18,300454,0.0
2024-12-18,002065,0.0
2024-12-18,002152,0.0
2024-12-18,600845,0.0
2024-12-18,688568,0.0
2024-12-18,000032,0.0
2024-12-18,600536,0.4765
2024-12-18,688111,0.4765
2024-12-18,600588,0.0
2024-12-18,300496,0.0
2024-12-18,601360,0.0
2024-12-18,002920,0.0
2024-12-18,600699,0.0
2024-12-18,603486,0.0
2024-12-18,688169,0.0
2024-12-18,002402,0.0
2024-12-19,688256,0.0
2024-12-19,688008,0.0
2024-12-19,688385,0.0
2024-12-19,688521,0.0
2024-12-19,300474,0.0
2024-12-19,603893,0.0
2024-12-19,300223,0.0
2024-12-19,301536,0.0
2024-12-19,300458,0.0
2024-12-19,603160,0.0
2024-12-19,688018,0.0
2024-12-19,688099,0.0
2024-12-19,688608,0.0
2024-12-19,603501,0.0
2024-12-19,002281,0.0
2024-12-19,300502,0.0
2024-12-19,300308,0.0
2024-12-19,000977,0.0
2024-12-19,000938,0.0
2024-12-19,603019,0.0
2024-12-19,600100,0.0
2024-12-19,002261,0.0
2024-12-19,300857,0.0
2024-12-19,300442,0.0
2024-12-19,300383,0.0
2024-12-19,002230,0.0
2024-12-19,300418,0.0
2024-12-19,300002,0.0
2024-12-19,688615,0.0
2024-12-19,002555,0.0
2024-12-19,002415,0.0
2024-12-19,002236,0.0
2024-12-19,688322,0.0
2024-12-19,688475,0.0
2024-12-19,300454,0.0
2024-12-19,002065,0.0
2024-12-19,002152,0.0
2024-12-19,600845,0.0
2024-12-19,688568,0.0
2024-12-19,000032,0.0
2024-12-19,600536,0.4342
2024-12-19,688111,0.4342
2024-12-19,600588,0.0
2024-12-19,300496,0.0
2024-12-19,601360,0.0
2024-12-19,002920,0.0
2024-12-19,600699,0.0
2024-12-19,603486,0.0
2024-12-19,688169,0.0
2024-12-19,002402,0.0
2024-12-20,688256,0.0
2024-12-20,688008,0.0
2024-12-20,688385,0.0
2024-12-20,688521,0.0
2024-12-20,300474,0.0
2024-12-20,603893,0.0
2024-12-20,300223,0.0
2024-12-20,301536,0.0
2024-12-20,300458,0.0
2024-12-20,603160,0.0
2024-12-20,688018,0.0
2024-12-20,688099,0.0
2024-12-20,688608,0.0
2024-12-20,603501,0.0
2024-12-20,002281,0.0
2024-12-20,300502,0.0
2024-12-20,300308,0.0
2024-12-20,000977,0.0
2024-12-20,000938,0.0
2024-12-20,603019,0.0
2024-12-20,600100,0.0
2024-12-20,002261,0.0
2024-12-20,300857,0.0
2024-12-20,300442,0.0
2024-12-20,300383,0.0
2024-12-20,002230,0.0
2024-12-20,300418,0.0
2024-12-20,300002,0.0
2024-12-20,688615,0.0
2024-12-20,002555,0.0
2024-12-20,002415,0.0
2024-12-20,002236,0.0
2024-12-20,688322,0.0
2024-12-20,688475,0.0
2024-12-20,300454,0.0
2024-12-20,002065,0.0
2024-12-20,002152,0.0
2024-12-20,600845,0.0
2024-12-20,688568,0.0
2024-12-20,000032,0.0
2024-12-20,600536,0.393
2024-12-20,688111,0.393
2024-12-20,600588,0.0
2024-12-20,300496,0.0
2024-12-20,601360,0.0
2024-12-20,002920,0.0
2024-12-20,600699,0.0
2024-12-20,603486,0.0
2024-12-20,688169,0.0
2024-12-20,002402,0.0
2024-12-21,688256,0.0
2024-12-21,688008,0.0
2024-12-21,688385,0.0
2024-12-21,688521,0.0
2024-12-21,300474,0.0
2024-12-21,603893,0.0
2024-12-21,300223,0.0
2024-12-21,301536,0.0
2024-12-21,300458,0.0
2024-12-21,603160,0.0
2024-12-21,688018,0.0
2024-12-21,688099,0.0
2024-12-21,688608,0.0
2024-12-21,603501,0.0
2024-12-21,002281,0.0
2024-12-21,300502,0.0
2024-12-21,300308,0.0
2024-12-21,000977,0.0
2024-12-21,000938,0.0
2024-12-21,603019,0.0
2024-12-21,600100,0.0
2024-12-21,002261,0.0
2024-12-21,300857,0.0
2024-12-21,300442,0.0
2024-12-21,300383,0.0
2024-12-21,002230,0.0
2024-12-21,300418,0.0
2024-12-21,300002,0.0
2024-12-21,688615,0.0
2024-12-21,002555,0.0
2024-12-21,002415,0.0
2024-12-21,002236,0.0
2024-12-21,688322,0.0
2024-12-21,688475,0.0
2024-12-21,300454,0.0
2024-12-21,002065,0.0
2024-12-21,002152,0.0
2024-12-21,600845,0.0
2024-12-21,688568,0.0
2024-12-21,000032,0.0
2024-12-21,600536,0.353
2024-12-21,688111,0.353
2024-12-21,600588,0.0
2024-12-21,300496,0.0
2024-12-21,601360,0.0
2024-12-21,002920,0.0
2024-12-21,600699,0.0
2024-12-21,603486,0.0
2024-12-21,688169,0.0
2024-12-21,002402,0.0
2024-12-22,688256,0.0
2024-12-22,688008,0.0
2024-12-22,688385,0.0
2024-12-22,688521,0.0
2024-12-22,300474,0.0
2024-12-22,603893,0.0
2024-12-22,300223,0.0
2024-12-22,301536,0.0
2024-12-22,300458,0.0
2024-12-22,603160,0.0
2024-12-22,688018,0.0
2024-12-22,688099,0.0
2024-12-22,688608,0.0
2024-12-22,603501,0.0
2024-12-22,002281,0.0
2024-12-22,300502,0.0
2024-12-22,300308,0.0
2024-12-22,000977,0.0
2024-12-22,000938,0.0
2024-12-22,603019,0.0
2024-12-22,600100,0.0
2024-12-22,002261,0.0
2024-12-22,300857,0.0
2024-12-22,300442,0.0
2024-12-22,300383,0.0
2024-12-22,002230,0.0
2024-12-22,300418,0.0
2024-12-22,300002,0.0
2024-12-22,688615,0.0
2024-12-22,002555,0.0
2024-12-22,002415,0.0
2024-12-22,002236,0.0
2024-12-22,688322,0.0
2024-12-22,688475,0.0
2024-12-22,300454,0.0
2024-12-22,002065,0.0
2024-12-22,002152,0.0
2024-12-22,600845,0.0
2024-12-22,688568,0.0
2024-12-22,000032,0.0
2024-12-22,600536,0.3146
2024-12-22,688111,0.3146
2024-12-22,600588,0.0
2024-12-22,300496,0.0
2024-12-22,601360,0.0
2024-12-22,002920,0.0
2024-12-22,600699,0.0
2024-12-22,603486,0.0
2024-12-22,688169,0.0
2024-12-22,002402,0.0
2024-12-23,688256,0.0
2024-12-23,688008,0.0
2024-12-23,688385,0.0
2024-12-23,688521,0.0
2024-12-23,300474,0.0
2024-12-23,603893,0.0
2024-12-23,300223,0.0
2024-12-23,301536,0.0
2024-12-23,300458,0.0
2024-12-23,603160,0.0
2024-12-23,688018,0.0
2024-12-23,688099,0.0
2024-12-23,688608,0.0
2024-12-23,603501,0.0
2024-12-23,002281,0.0
2024-12-23,300502,0.0
2024-12-23,300308,0.0
2024-12-23,000977,0.0
2024-12-23,000938,0.0
2024-12-23,603019,0.0
2024-12-23,600100,0.0
2024-12-23,002261,0.0
2024-12-23,300857,0.0
2024-12-23,300442,0.0
2024-12-23,300383,0.0
2024-12-23,002230,0.0
2024-12-23,300418,0.0
2024-12-23,300002,0.0
2024-12-23,688615,0.0
2024-12-23,002555,0.0
2024-12-23,002415,0.0
2024-12-23,002236,0.0
2024-12-23,688322,0.0
2024-12-23,688475,0.0
2024-12-23,300454,0.0
2024-12-23,002065,0.0
2024-12-23,002152,0.0
2024-12-23,600845,0.0
2024-12-23,688568,0.0
2024-12-23,000032,0.0
2024-12-23,600536,0.278
2024-12-23,688111,0.278
2024-12-23,600588,0.0
2024-12-23,300496,0.0
2024-12-23,601360,0.0
2024-12-23,002920,0.0
2024-12-23,600699,0.0
2024-12-23,603486,0.0
2024-12-23,688169,0.0
2024-12-23,002402,0.0
2024-12-24,688256,0.0
2024-12-24,688008,0.0
2024-12-24,688385,0.0
2024-12-24,688521,0.0
2024-12-24,300474,0.0
2024-12-24,603893,0.0
2024-12-24,300223,0.0
2024-12-24,301536,0.0
2024-12-24,300458,0.0
2024-12-24,603160,0.0
2024-12-24,688018,0.0
2024-12-24,688099,0.0
2024-12-24,688608,0.0
2024-12-24,603501,0.0
2024-12-24,002281,0.0
2024-12-24,300502,0.0
2024-12-24,300308,0.0
2024-12-24,000977,0.0
2024-12-24,000938,0.0
2024-12-24,603019,0.0
2024-12-24,600100,0.0
2024-12-24,002261,0.0
2024-12-24,300857,0.0
2024-12-24,300442,0.0
2024-12-24,300383,0.0
2024-12-24,002230,0.0
2024-12-24,300418,0.0
2024-12-24,300002,0.0
2024-12-24,688615,0.0
2024-12-24,002555,0.0
2024-12-24,002415,0.0
2024-12-24,002236,0.0
2024-12-24,688322,0.0
2024-12-24,688475,0.0
2024-12-24,300454,0.0
2024-12-24,002065,0.0
2024-12-24,002152,0.0
2024-12-24,600845,0.0
2024-12-24,688568,0.0
2024-12-24,000032,0.0
2024-12-24,600536,0.2435
2024-12-24,688111,0.2435
2024-12-24,600588,0.0
2024-12-24,300496,0.0
2024-12-24,601360,0.0
2024-12-24,002920,0.0
2024-12-24,600699,0.0
2024-12-24,603486,0.0
2024-12-24,688169,0.0
2024-12-24,002402,0.0
2024-12-25,688256,0.0
2024-12-25,688008,0.0
2024-12-25,688385,0.0
2024-12-25,688521,0.0
2024-12-25,300474,0.0
2024-12-25,603893,0.0
2024-12-25,300223,0.0
2024-12-25,301536,0.0
2024-12-25,300458,0.0
2024-12-25,603160,0.0
2024-12-25,688018,0.0
2024-12-25,688099,0.0
2024-12-25,688608,0.0
2024-12-25,603501,0.0
2024-12-25,002281,0.0
2024-12-25,300502,0.0
2024-12-25,300308,0.0
2024-12-25,000977,0.0
2024-12-25,000938,0.0
2024-12-25,603019,0.0
2024-12-25,600100,0.0
2024-12-25,002261,0.0
2024-12-25,300857,0.0
2024-12-25,300442,0.0
2024-12-25,300383,0.0
2024-12-25,002230,0.0
2024-12-25,300418,0.0
2024-12-25,300002,0.0
2024-12-25,688615,0.0
2024-12-25,002555,0.0
2024-12-25,002415,0.0
2024-12-25,002236,0.0
2024-12-25,688322,0.0
2024-12-25,688475,0.0
2024-12-25,300454,0.0
2024-12-25,002065,0.0
2024-12-25,002152,0.0
2024-12-25,600845,0.0
2024-12-25,688568,0.0
2024-12-25,000032,0.0
2024-12-25,600536,0.2113
2024-12-25,688111,0.2113
2024-12-25,600588,0.0
2024-12-25,300496,0.0
2024-12-25,601360,0.0
2024-12-25,002920,0.0
2024-12-25,600699,0.0
2024-12-25,603486,0.0
2024-12-25,688169,0.0
2024-12-25,002402,0.0
2024-12-26,688256,0.0
2024-12-26,688008,0.0
2024-12-26,688385,0.0
2024-12-26,688521,0.0
2024-12-26,300474,0.0
2024-12-26,603893,0.0
2024-12-26,300223,0.0
2024-12-26,301536,0.0
2024-12-26,300458,0.0
2024-12-26,603160,0.0
2024-12-26,688018,0.0
2024-12-26,688099,0.0
2024-12-26,688608,0.0
2024-12-26,603501,0.0
2024-12-26,002281,0.0
2024-12-26,300502,0.0
2024-12-26,300308,0.0
2024-12-26,000977,0.0
2024-12-26,000938,0.0
2024-12-26,603019,0.0
2024-12-26,600100,0.0
2024-12-26,002261,0.0
2024-12-26,300857,0.0
2024-12-26,300442,0.0
2024-12-26,300383,0.0
2024-12-26,002230,0.0
2024-12-26,300418,0.0
2024-12-26,300002,0.0
2024-12-26,688615,0.0
2024-12-26,002555,0.0
2024-12-26,002415,0.0
2024-12-26,002236,0.0
2024-12-26,688322,0.0
2024-12-26,688475,0.0
2024-12-26,300454,0.0
2024-12-26,002065,0.0
2024-12-26,002152,0.0
2024-12-26,600845,0.0
2024-12-26,688568,0.0
2024-12-26,000032,0.0
2024-12-26,600536,0.1817
2024-12-26,688111,0.1817
2024-12-26,600588,0.0
2024-12-26,300496,0.0
2024-12-26,601360,0.0
2024-12-26,002920,0.0
2024-12-26,600699,0.0
2024-12-26,603486,0.0
2024-12-26,688169,0.0
2024-12-26,002402,0.0
2024-12-27,688256,0.0
2024-12-27,688008,0.0
2024-12-27,688385,0.0
2024-12-27,688521,0.0
2024-12-27,300474,0.0
2024-12-27,603893,0.0
2024-12-27,300223,0.0
2024-12-27,301536,0.0
2024-12-27,300458,0.0
2024-12-27,603160,0.0
2024-12-27,688018,0.0
2024-12-27,688099,0.0
2024-12-27,688608,0.0
2024-12-27,603501,0.0
2024-12-27,002281,0.0
2024-12-27,300502,0.0
2024-12-27,300308,0.0
2024-12-27,000977,0.0
2024-12-27,000938,0.0
2024-12-27,603019,0.0
2024-12-27,600100,0.0
2024-12-27,002261,0.0
2024-12-27,300857,0.0
2024-12-27,300442,0.0
2024-12-27,300383,0.0
2024-12-27,002230,0.0
2024-12-27,300418,0.0
2024-12-27,300002,0.0
2024-12-27,688615,0.0
2024-12-27,002555,0.0
2024-12-27,002415,0.0
2024-12-27,002236,0.0
2024-12-27,688322,0.0
2024-12-27,688475,0.0
2024-12-27,300454,0.0
2024-12-27,002065,0.0
2024-12-27,002152,0.0
2024-12-27,600845,0.0
2024-12-27,688568,0.0
2024-12-27,000032,0.0
2024-12-27,600536,0.1548
2024-12-27,688111,0.1548
2024-12-27,600588,0.0
2024-12-27,300496,0.0
2024-12-27,601360,0.0
2024-12-27,002920,0.0
2024-12-27,600699,0.0
2024-12-27,603486,0.0
2024-12-27,688169,0.0
2024-12-27,002402,0.0
2024-12-28,688256,0.0
2024-12-28,688008,0.0
2024-12-28,688385,0.0
2024-12-28,688521,0.0
2024-12-28,300474,0.0
2024-12-28,603893,0.0
2024-12-28,300223,0.0
2024-12-28,301536,0.0
2024-12-28,300458,0.0
2024-12-28,603160,0.0
2024-12-28,688018,0.0
2024-12-28,688099,0.0
2024-12-28,688608,0.0
2024-12-28,603501,0.0
2024-12-28,002281,0.0
2024-12-28,300502,0.0
2024-12-28,300308,0.0
2024-12-28,000977,0.0
2024-12-28,000938,0.0
2024-12-28,603019,0.0
2024-12-28,600100,0.0
2024-12-28,002261,0.0
2024-12-28,300857,0.0
2024-12-28,300442,0.0
2024-12-28,300383,0.0
2024-12-28,002230,0.0
2024-12-28,300418,0.0
2024-12-28,300002,0.0
2024-12-28,688615,0.0
2024-12-28,002555,0.0
2024-12-28,002415,0.0
2024-12-28,002236,0.0
2024-12-28,688322,0.0
2024-12-28,688475,0.0
2024-12-28,300454,0.0
2024-12-28,002065,0.0
2024-12-28,002152,0.0
2024-12-28,600845,0.0
2024-12-28,688568,0.0
2024-12-28,000032,0.0
2024-12-28,600536,0.1308
2024-12-28,688111,0.1308
2024-12-28,600588,0.0
2024-12-28,300496,0.0
2024-12-28,601360,0.0
2024-12-28,002920,0.0
2024-12-28,600699,0.0
2024-12-28,603486,0.0
2024-12-28,688169,0.0
2024-12-28,002402,0.0
2024-12-29,688256,0.0
2024-12-29,688008,0.0
2024-12-29,688385,0.0
2024-12-29,688521,0.0
2024-12-29,300474,0.0
2024-12-29,603893,0.0
2024-12-29,300223,0.0
2024-12-29,301536,0.0
2024-12-29,300458,0.0
2024-12-29,603160,0.0
2024-12-29,688018,0.0
2024-12-29,688099,0.0
2024-12-29,688608,0.0
2024-12-29,603501,0.0
2024-12-29,002281,0.0
2024-12-29,300502,0.0
2024-12-29,300308,0.0
2024-12-29,000977,0.0
2024-12-29,000938,0.0
2024-12-29,603019,0.0
2024-12-29,600100,0.0
2024-12-29,002261,0.0
2024-12-29,300857,0.0
2024-12-29,300442,0.0
2024-12-29,300383,0.0
2024-12-29,002230,0.0
2024-12-29,300418,0.0
2024-12-29,300002,0.0
2024-12-29,688615,0.0
2024-12-29,002555,0.0
2024-12-29,002415,0.0
2024-12-29,002236,0.0
2024-12-29,688322,0.0
2024-12-29,688475,0.0
2024-12-29,300454,0.0
2024-12-29,002065,0.0
2024-12-29,002152,0.0
2024-12-29,600845,0.0
2024-12-29,688568,0.0
2024-12-29,000032,0.0
2024-12-29,600536,0.1097
2024-12-29,688111,0.1097
2024-12-29,600588,0.0
2024-12-29,300496,0.0
2024-12-29,601360,0.0
2024-12-29,002920,0.0
2024-12-29,600699,0.0
2024-12-29,603486,0.0
2024-12-29,688169,0.0
2024-12-29,002402,0.0
2024-12-30,688256,0.0
2024-12-30,688008,0.0
2024-12-30,688385,0.0
2024-12-30,688521,0.0
2024-12-30,300474,0.0
2024-12-30,603893,0.0
2024-12-30,300223,0.0
2024-12-30,301536,0.0
2024-12-30,300458,0.0
2024-12-30,603160,0.0
2024-12-30,688018,0.0
2024-12-30,688099,0.0
2024-12-30,688608,0.0
2024-12-30,603501,0.0
2024-12-30,002281,0.0
2024-12-30,300502,0.0
2024-12-30,300308,0.0
2024-12-30,000977,0.0
2024-12-30,000938,0.0
2024-12-30,603019,0.0
2024-12-30,600100,0.0
2024-12-30,002261,0.0
2024-12-30,300857,0.0
2024-12-30,300442,0.0
2024-12-30,300383,0.0
2024-12-30,002230,0.0
2024-12-30,300418,0.0
2024-12-30,300002,0.0
2024-12-30,688615,0.0
2024-12-30,002555,0.0
2024-12-30,002415,0.0
2024-12-30,002236,0.0
2024-12-30,688322,0.0
2024-12-30,688475,0.0
2024-12-30,300454,0.0
2024-12-30,002065,0.0
2024-12-30,002152,0.0
2024-12-30,600845,0.0
2024-12-30,688568,0.0
2024-12-30,000032,0.0
2024-12-30,600536,0.0913
2024-12-30,688111,0.0913
2024-12-30,600588,0.0
2024-12-30,300496,0.0
2024-12-30,601360,0.0
2024-12-30,002920,0.0
